gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YMR304C-A		XIII	878780	879130	-	protein_coding	coding	350	0.320	1
YMR305C	SCW10	XIII	879063	880232	-	protein_coding	coding	1169	0.443	1
YMR306W	FKS3	XIII	881159	886516	+	protein_coding	coding	5357	0.388	1
YMR306C-A		XIII	886183	886572	-	protein_coding	coding	389	0.396	1
YMR307W	GAS1	XIII	887003	888682	+	protein_coding	coding	1679	0.416	1
YMR307C-A		XIII	887731	887925	-	protein_coding	coding	194	0.371	1
YMR308C	PSE1	XIII	888952	892221	-	protein_coding	coding	3269	0.386	1
YMR309C	NIP1	XIII	892988	895426	-	protein_coding	coding	2438	0.357	1
YMR310C		XIII	895716	896669	-	protein_coding	coding	953	0.435	1
YMR311C	GLC8	XIII	896914	897603	-	protein_coding	coding	689	0.430	1
YMR312W	ELP6	XIII	898405	899226	+	protein_coding	coding	821	0.396	1
YMR313C	TGL3	XIII	899379	901307	-	protein_coding	coding	1928	0.374	1
YMR314W	PRE5	XIII	901709	902413	+	protein_coding	coding	704	0.440	1
YMR315W		XIII	902800	903849	+	protein_coding	coding	1049	0.413	1
YMR315W-A		XIII	904286	904393	+	protein_coding	coding	107	0.486	1
YMR316W	DIA1	XIII	904825	905835	+	protein_coding	coding	1010	0.391	1
YMR316C-A		XIII	905662	905973	-	protein_coding	coding	311	0.367	1
YMR316C-B		XIII	907321	907629	-	protein_coding	coding	308	0.438	1
YMR317W		XIII	907364	910786	+	protein_coding	coding	3422	0.435	1
YMR318C	ADH6	XIII	911061	912143	-	protein_coding	coding	1082	0.425	1
YMR319C	FET4	XIII	912880	914538	-	protein_coding	coding	1658	0.402	1
YMR320W		XIII	916746	917051	+	protein_coding	coding	305	0.374	1
YMR321C		XIII	917579	917896	-	protein_coding	coding	317	0.429	1
YMR322C	SNO4	XIII	918366	919079	-	protein_coding	coding	713	0.431	1
YMR323W	ERR3	XIII	920088	921401	+	protein_coding	coding	1313	0.467	1
YMR324C		XIII	922202	922444	-	protein_coding	coding	242	0.409	1
YMR325W	PAU19	XIII	922641	923015	+	protein_coding	coding	374	0.476	1
YMR326C		XIII	923494	923802	-	protein_coding	coding	308	0.334	1
YBL113C		II	280	2658	-	protein_coding	coding	2378	0.469	1
YBL113W-A		II	646	1128	+	protein_coding	coding	482	0.450	1
YBL112C		II	2582	2899	-	protein_coding	coding	317	0.429	1
YBL111C		II	2907	5009	-	protein_coding	coding	2102	0.450	1
YBL109W		II	5790	6125	+	protein_coding	coding	335	0.463	1
YBL108C-A	PAU9	II	7605	7733	-	protein_coding	coding	128	0.484	1
YBL108W		II	8177	8482	+	protein_coding	coding	305	0.423	1
YBL107W-A		II	9268	9372	+	protein_coding	coding	104	0.288	1
tL(UAA)B1		II	9583	9666	+	tRNA	snoncoding	83	0.578	1
YBL107C	MIX23	II	9961	10551	-	protein_coding	coding	590	0.375	1
YBL106C	SRO77	II	10847	13879	-	protein_coding	coding	3032	0.389	1
YBL105C	PKC1	II	14241	17696	-	protein_coding	coding	3455	0.389	1
YBL104C	SEA4	II	18177	21293	-	protein_coding	coding	3116	0.390	1
YBL103C	RTG3	II	22076	23536	-	protein_coding	coding	1460	0.397	1
YBL102W	SFT2	II	24098	24745	+	protein_coding	coding	647	0.448	1
YBL101C	ECM21	II	24946	28299	-	protein_coding	coding	3353	0.414	1
YBL100W-C	YBL100W-C	II	28427	28546	+	protein_coding	coding	119	0.361	1
YBL100W-A	YBL100W-A	II	29935	31251	+	transposable_element		1316	0.382	1
YBL100W-B	YBL100W-B	II	29935	35248	+	transposable_element		5313	0.369	1
tF(GAA)B		II	36398	36488	+	tRNA	snoncoding	90	0.500	1
YBL100C		II	36989	37303	-	protein_coding	coding	314	0.436	1
YBL099W	ATP1	II	37053	38690	+	protein_coding	coding	1637	0.437	1
YBL098W	BNA4	II	39145	40527	+	protein_coding	coding	1382	0.386	1
YBL097W	BRN1	II	40831	43095	+	protein_coding	coding	2264	0.378	1
YBL096C		II	43174	43482	-	protein_coding	coding	308	0.445	1
YBL095W	MRX3	II	43277	44089	+	protein_coding	coding	812	0.432	1
YBL094C		II	43765	44097	-	protein_coding	coding	332	0.383	1
YBL093C	ROX3	II	44256	44918	-	protein_coding	coding	662	0.443	1
YBL092W	RPL32	II	45978	46370	+	protein_coding	coding	392	0.444	1
YBL091C-A	SCS22	II	46565	47180	-	protein_coding	coding	615	0.434	1
YBL091C	MAP2	II	47363	48628	-	protein_coding	coding	1265	0.434	1
YBL090W	MRP21	II	48825	49358	+	protein_coding	coding	533	0.392	1
YBL089W	AVT5	II	49574	50953	+	protein_coding	coding	1379	0.388	1
YBL088C	TEL1	II	51019	59382	-	protein_coding	coding	8363	0.358	1
YBL087C	RPL23A	II	59822	60739	-	protein_coding	coding	917	0.401	1
YBL086C		II	61202	62602	-	protein_coding	coding	1400	0.411	1
YBL085W	BOI1	II	63876	66818	+	protein_coding	coding	2942	0.400	1
YBL084C	CDC27	II	67169	69445	-	protein_coding	coding	2276	0.372	1
YBL083C		II	69713	70138	-	protein_coding	coding	425	0.459	1
YBL082C	ALG3	II	69751	71127	-	protein_coding	coding	1376	0.479	1
YBL081W		II	71866	72972	+	protein_coding	coding	1106	0.448	1
YBL080C	PET112	II	73070	74695	-	protein_coding	coding	1625	0.412	1
YBL079W	NUP170	II	75259	79767	+	protein_coding	coding	4508	0.373	1
YBL078C	ATG8	II	80378	80731	-	protein_coding	coding	353	0.397	1
YBL077W		II	80897	81328	+	protein_coding	coding	431	0.353	1
YBL076C	ILS1	II	81043	84261	-	protein_coding	coding	3218	0.389	1
YBL075C	SSA3	II	84499	86448	-	protein_coding	coding	1949	0.416	1
YBL074C	AAR2	II	86722	87789	-	protein_coding	coding	1067	0.381	1
YBL073W		II	87646	87957	+	protein_coding	coding	311	0.405	1
snR56	SNR56	II	88190	88277	+	snoRNA	snoncoding	87	0.287	1
YBL072C	RPS8A	II	88523	89125	-	protein_coding	coding	602	0.435	1
YBL071C-B		II	89458	89556	-	protein_coding	coding	98	0.327	1
YBL071W-A	KTI11	II	89978	90226	+	protein_coding	coding	248	0.448	1
YBL071C		II	90223	90531	-	protein_coding	coding	308	0.360	1
YBL070C		II	90605	90925	-	protein_coding	coding	320	0.384	1
YBL069W	AST1	II	90741	92030	+	protein_coding	coding	1289	0.407	1
YBL068W-A		II	91794	92030	+	protein_coding	coding	236	0.390	1
YBL068W	PRS4	II	92414	93394	+	protein_coding	coding	980	0.387	1
YBL067C	UBP13	II	93639	95882	-	protein_coding	coding	2243	0.371	1
YBL066C	SEF1	II	96669	100115	-	protein_coding	coding	3446	0.403	1
YBL065W		II	99963	100307	+	protein_coding	coding	344	0.387	1
YBL064C	PRX1	II	100371	101156	-	protein_coding	coding	785	0.418	1
YBL063W	KIP1	II	101886	105221	+	protein_coding	coding	3335	0.362	1
YBL062W		II	105308	105688	+	protein_coding	coding	380	0.355	1
YBL061C	SKT5	II	105316	107406	-	protein_coding	coding	2090	0.393	1
YBL060W	YEL1	II	107932	109995	+	protein_coding	coding	2063	0.378	1
YBL059C-A	CMC2	II	110125	110539	-	protein_coding	coding	414	0.367	1
YBL059W		II	110594	111244	+	protein_coding	coding	650	0.388	1
YBL058W	SHP1	II	111437	112708	+	protein_coding	coding	1271	0.442	1
YBL057C	PTH2	II	112801	113427	-	protein_coding	coding	626	0.430	1
YBL056W	PTC3	II	113762	115168	+	protein_coding	coding	1406	0.389	1
YBL055C	YBL055C	II	115573	116829	-	protein_coding	coding	1256	0.405	1
YBL054W	TOD6	II	117589	119166	+	protein_coding	coding	1577	0.415	1
YBL053W		II	119335	119709	+	protein_coding	coding	374	0.377	1
YBL052C	SAS3	II	119379	121874	-	protein_coding	coding	2495	0.355	1
YBL051C	PIN4	II	122753	124759	-	protein_coding	coding	2006	0.391	1
YBL050W	SEC17	II	125125	126119	+	protein_coding	coding	994	0.391	1
YBL049W	MOH1	II	126828	127244	+	protein_coding	coding	416	0.392	1
YBL048W	RRT1	II	127299	127610	+	protein_coding	coding	311	0.309	1
YBL047C	EDE1	II	127895	132040	-	protein_coding	coding	4145	0.413	1
YBL046W	PSY4	II	132424	133749	+	protein_coding	coding	1325	0.408	1
YBL045C	COR1	II	134143	135516	-	protein_coding	coding	1373	0.421	1
YBL044W		II	135998	136366	+	protein_coding	coding	368	0.473	1
YBL043W	ECM13	II	136688	137461	+	protein_coding	coding	773	0.432	1
YBL042C	FUI1	II	138341	140260	-	protein_coding	coding	1919	0.418	1
YBL041W	PRE7	II	141247	141972	+	protein_coding	coding	725	0.415	1
YBL040C	ERD2	II	142112	142868	-	protein_coding	coding	756	0.373	1
YBL039W-B	YBL039W-B	II	143393	143572	+	protein_coding	coding	179	0.341	1
YBL039C	URA7	II	143989	145728	-	protein_coding	coding	1739	0.402	1
YBL039C-A		II	144948	145031	-	protein_coding	coding	83	0.434	1
YBL038W	MRPL16	II	146187	146885	+	protein_coding	coding	698	0.397	1
YBL037W	APL3	II	147209	150286	+	protein_coding	coding	3077	0.376	1
YBL036C		II	150447	151220	-	protein_coding	coding	773	0.369	1
YBL035C	POL12	II	151493	153610	-	protein_coding	coding	2117	0.394	1
YBL034C	STU1	II	153848	158389	-	protein_coding	coding	4541	0.353	1
YBL033C	RIB1	II	158656	159693	-	protein_coding	coding	1037	0.480	1
YBL032W	HEK2	II	160184	161329	+	protein_coding	coding	1145	0.463	1
YBL031W	SHE1	II	161699	162715	+	protein_coding	coding	1016	0.399	1
YBL030C	PET9	II	163041	163997	-	protein_coding	coding	956	0.430	1
YBL029C-A		II	164488	164772	-	protein_coding	coding	284	0.401	1
YBL029W		II	166134	167264	+	protein_coding	coding	1130	0.380	1
YBL028C		II	167518	167838	-	protein_coding	coding	320	0.369	1
YBL027W	RPL19B	II	168423	169376	+	protein_coding	coding	953	0.398	1
YBL026W	LSM2	II	170623	171038	+	protein_coding	coding	415	0.342	1
YBL025W	RRN10	II	171481	171918	+	protein_coding	coding	437	0.403	1
YBL024W	NCL1	II	172534	174588	+	protein_coding	coding	2054	0.387	1
YBL023C	MCM2	II	174920	177526	-	protein_coding	coding	2606	0.400	1
YBL022C	PIM1	II	177874	181275	-	protein_coding	coding	3401	0.407	1
YBL021C	HAP3	II	181660	182094	-	protein_coding	coding	434	0.482	1
YBL020W	RFT1	II	182401	184125	+	protein_coding	coding	1724	0.383	1
YBL019W	APN2	II	184353	185915	+	protein_coding	coding	1562	0.375	1
YBL018C	POP8	II	185998	186474	-	protein_coding	coding	476	0.353	1
YBL017C	PEP1	II	186844	191583	-	protein_coding	coding	4739	0.390	1
YBL016W	FUS3	II	192451	193512	+	protein_coding	coding	1061	0.458	1
YBL015W	ACH1	II	194122	195702	+	protein_coding	coding	1580	0.460	1
tI(AAU)B		II	197494	197567	+	tRNA	snoncoding	73	0.575	1
tG(GCC)B		II	197629	197699	-	tRNA	snoncoding	70	0.586	1
YBL014C	RRN6	II	199064	201748	-	protein_coding	coding	2684	0.393	1
YBL013W	FMT1	II	202056	203261	+	protein_coding	coding	1205	0.491	1
YBL012C		II	203406	203807	-	protein_coding	coding	401	0.446	1
YBL011W	SCT1	II	203538	205817	+	protein_coding	coding	2279	0.430	1
YBL010C		II	206107	206949	-	protein_coding	coding	842	0.381	1
YBL009W	ALK2	II	207194	209224	+	protein_coding	coding	2030	0.381	1
YBL008W-A		II	209409	209648	+	protein_coding	coding	239	0.339	1
YBL008W	HIR1	II	209653	212175	+	protein_coding	coding	2522	0.396	1
YBL007C	SLA1	II	212632	216366	-	protein_coding	coding	3734	0.433	1
YBL006C	LDB7	II	216587	217129	-	protein_coding	coding	542	0.485	1
YBL006W-A		II	216711	216860	+	protein_coding	coding	149	0.497	1
YBL005W	PDR3	II	217470	220400	+	protein_coding	coding	2930	0.360	1
YBL005W-B		II	221330	226598	+	transposable_element		5268	0.383	1
YBL005W-A		II	221330	222652	+	transposable_element		1322	0.411	1
tS(AGA)B		II	227075	227156	+	tRNA	snoncoding	81	0.531	1
YBL004W	UTP20	II	227636	235117	+	protein_coding	coding	7481	0.355	1
YBL003C	HTA2	II	235394	235792	-	protein_coding	coding	398	0.412	1
YBL002W	HTB2	II	236492	236887	+	protein_coding	coding	395	0.418	1
YBL001C	ECM15	II	237153	237467	-	protein_coding	coding	314	0.395	1
YBR001C	NTH2	II	238941	241283	-	protein_coding	coding	2342	0.393	1
YBR002C	RER2	II	241708	242568	-	protein_coding	coding	860	0.422	1
YBR003W	COQ1	II	242809	244230	+	protein_coding	coding	1421	0.405	1
YBR004C	GPI18	II	244366	245667	-	protein_coding	coding	1301	0.343	1
YBR005W	RCR1	II	245906	246547	+	protein_coding	coding	641	0.470	1
YBR006W	UGA2	II	247010	248503	+	protein_coding	coding	1493	0.408	1
YBR007C	DSF2	II	248806	251016	-	protein_coding	coding	2210	0.385	1
YBR008C	FLR1	II	252563	254209	-	protein_coding	coding	1646	0.412	1
YBR009C	HHF1	II	255373	255684	-	protein_coding	coding	311	0.428	1
YBR010W	HHT1	II	256331	256741	+	protein_coding	coding	410	0.434	1
YBR011C	IPP1	II	257112	257975	-	protein_coding	coding	863	0.426	1
YBR012C		II	259147	259566	-	protein_coding	coding	419	0.337	1
YBR012W-B		II	259869	265140	+	transposable_element		5271	0.383	1
YBR012W-A		II	259869	261191	+	transposable_element		1322	0.410	1
YBR013C		II	265492	265881	-	protein_coding	coding	389	0.332	1
tT(AGU)B		II	266378	266450	+	tRNA	snoncoding	72	0.472	1
YBR014C	GRX7	II	266725	267336	-	protein_coding	coding	611	0.390	1
YBR015C	MNN2	II	267710	269503	-	protein_coding	coding	1793	0.417	1
YBR016W		II	270247	270633	+	protein_coding	coding	386	0.508	1
YBR017C	KAP104	II	270947	273703	-	protein_coding	coding	2756	0.390	1
YBR018C	GAL7	II	274427	275527	-	protein_coding	coding	1100	0.384	1
YBR019C	GAL10	II	276253	278352	-	protein_coding	coding	2099	0.402	1
YBR020W	GAL1	II	279021	280607	+	protein_coding	coding	1586	0.415	1
YBR021W	FUR4	II	281443	283344	+	protein_coding	coding	1901	0.399	1
YBR022W	POA1	II	283738	284271	+	protein_coding	coding	533	0.381	1
YBR023C	CHS3	II	284428	287925	-	protein_coding	coding	3497	0.391	1
YBR024W	SCO2	II	289445	290350	+	protein_coding	coding	905	0.400	1
YBR025C	OLA1	II	290681	291865	-	protein_coding	coding	1184	0.396	1
YBR026C	ETR1	II	292877	294019	-	protein_coding	coding	1142	0.387	1
YBR027C		II	294024	294356	-	protein_coding	coding	332	0.343	1
YBR028C	YPK3	II	294425	296002	-	protein_coding	coding	1577	0.382	1
YBR029C	CDS1	II	296369	297742	-	protein_coding	coding	1373	0.385	1
YBR030W	RKM3	II	298292	299950	+	protein_coding	coding	1658	0.405	1
YBR031W	RPL4A	II	300166	301254	+	protein_coding	coding	1088	0.482	1
YBR032W		II	301519	301821	+	protein_coding	coding	302	0.434	1
YBR033W	EDS1	II	301944	304703	+	protein_coding	coding	2759	0.387	1
YBR034C	HMT1	II	304930	305976	-	protein_coding	coding	1046	0.406	1
YBR035C	PDX3	II	306269	306955	-	protein_coding	coding	686	0.434	1
snR161	SNR161	II	307185	307345	-	snoRNA	snoncoding	160	0.406	1
YBR036C	CSG2	II	309081	310313	-	protein_coding	coding	1232	0.433	1
YBR037C	SCO1	II	310565	311452	-	protein_coding	coding	887	0.450	1
YBR038W	CHS2	II	311898	314789	+	protein_coding	coding	2891	0.403	1
YBR039W	ATP3	II	315575	316510	+	protein_coding	coding	935	0.391	1
YBR040W	FIG1	II	316968	317864	+	protein_coding	coding	896	0.349	1
YBR041W	FAT1	II	318266	320275	+	protein_coding	coding	2009	0.377	1
YBR042C	CST26	II	320416	321609	-	protein_coding	coding	1193	0.371	1
YBR043C	QDR3	II	321876	323945	-	protein_coding	coding	2069	0.409	1
YBR044C	TCM62	II	324341	326059	-	protein_coding	coding	1718	0.391	1
tV(UAC)B		II	326792	326865	-	tRNA	snoncoding	73	0.562	1
YBR045C	GIP1	II	328173	330092	-	protein_coding	coding	1919	0.365	1
YBR046C	ZTA1	II	330507	331511	-	protein_coding	coding	1004	0.389	1
YBR047W	FMP23	II	331833	332360	+	protein_coding	coding	527	0.368	1
YBR048W	RPS11B	II	332831	333812	+	protein_coding	coding	981	0.385	1
YBR049C	REB1	II	334386	336818	-	protein_coding	coding	2432	0.387	1
YBR050C	REG2	II	337183	338199	-	protein_coding	coding	1016	0.392	1
YBR051W		II	337988	338338	+	protein_coding	coding	350	0.371	1
YBR052C	RFS1	II	338720	339352	-	protein_coding	coding	632	0.443	1
YBR053C		II	339675	340751	-	protein_coding	coding	1076	0.389	1
YBR054W	YRO2	II	343101	344135	+	protein_coding	coding	1034	0.407	1
YBR055C	PRP6	II	344602	347301	-	protein_coding	coding	2699	0.373	1
tL(UAA)B2		II	347603	347686	+	tRNA	snoncoding	83	0.578	1
YBR056W		II	347879	349384	+	protein_coding	coding	1505	0.383	1
tQ(UUG)B		II	350827	350898	+	tRNA	snoncoding	71	0.465	1
YBR056W-A		II	351255	351455	+	protein_coding	coding	200	0.430	1
YBR056C-B		II	351293	351451	-	protein_coding	coding	158	0.456	1
YBR057C	MUM2	II	352193	353293	-	protein_coding	coding	1100	0.385	1
YBR058C	UBP14	II	353672	356017	-	protein_coding	coding	2345	0.378	1
YBR058C-A	TSC3	II	356324	356566	-	protein_coding	coding	242	0.351	1
YBR059C	AKL1	II	356861	360187	-	protein_coding	coding	3326	0.403	1
YBR060C	ORC2	II	360652	362514	-	protein_coding	coding	1862	0.386	1
YBR061C	TRM7	II	364787	365719	-	protein_coding	coding	932	0.405	1
YBR062C		II	365976	366600	-	protein_coding	coding	624	0.388	1
YBR063C		II	366970	368184	-	protein_coding	coding	1214	0.352	1
YBR064W		II	367763	368191	+	protein_coding	coding	428	0.332	1
YBR065C	ECM2	II	368584	369678	-	protein_coding	coding	1094	0.372	1
YBR066C	NRG2	II	370037	370699	-	protein_coding	coding	662	0.381	1
YBR067C	TIP1	II	372103	372735	-	protein_coding	coding	632	0.478	1
YBR068C	BAP2	II	373861	375690	-	protein_coding	coding	1829	0.402	1
YBR069C	TAT1	II	376574	378433	-	protein_coding	coding	1859	0.418	1
YBR070C	ALG14	II	379221	379934	-	protein_coding	coding	713	0.394	1
YBR071W		II	380411	381046	+	protein_coding	coding	635	0.435	1
YBR072W	HSP26	II	382030	382674	+	protein_coding	coding	644	0.425	1
YBR072C-A		II	382860	383021	-	protein_coding	coding	161	0.385	1
YBR073W	RDH54	II	383112	385988	+	protein_coding	coding	2876	0.381	1
YBR074W		II	386286	389216	+	protein_coding	coding	2930	0.379	1
YBR076W	ECM8	II	390227	391291	+	protein_coding	coding	1064	0.369	1
YBR076C-A		II	391351	391617	-	protein_coding	coding	266	0.402	1
YBR077C	SLM4	II	391805	392293	-	protein_coding	coding	488	0.391	1
YBR078W	ECM33	II	393123	394742	+	protein_coding	coding	1619	0.408	1
YBR079C	RPG1	II	395383	398277	-	protein_coding	coding	2894	0.405	1
YBR080C	SEC18	II	398614	400890	-	protein_coding	coding	2276	0.384	1
YBR081C	SPT7	II	401253	405251	-	protein_coding	coding	3998	0.367	1
tR(UCU)B		II	405878	405949	+	tRNA	snoncoding	71	0.535	1
tD(GUC)B		II	405960	406031	+	tRNA	snoncoding	71	0.577	1
YBR082C	UBC4	II	406628	407169	-	protein_coding	coding	541	0.412	1
YBR083W	TEC1	II	409169	410629	+	protein_coding	coding	1460	0.404	1
YBR084W	MIS1	II	411054	413981	+	protein_coding	coding	2927	0.416	1
YBR084C-A	RPL19A	II	414186	415261	-	protein_coding	coding	1075	0.396	1
YBR085W	AAC3	II	415983	416906	+	protein_coding	coding	923	0.405	1
YBR085C-A		II	418907	419164	-	protein_coding	coding	257	0.412	1
YBR086C	IST2	II	420201	423041	-	protein_coding	coding	2840	0.380	1
YBR087W	RFC5	II	423765	424829	+	protein_coding	coding	1064	0.371	1
YBR088C	POL30	II	424990	425766	-	protein_coding	coding	776	0.384	1
YBR089W		II	425183	425782	+	protein_coding	coding	599	0.374	1
YBR089C-A	NHP6B	II	426190	426489	-	protein_coding	coding	299	0.448	1
YBR090C		II	426333	427058	-	protein_coding	coding	725	0.443	1
YBR091C	TIM12	II	427155	427484	-	protein_coding	coding	329	0.444	1
YBR092C	PHO3	II	427698	429101	-	protein_coding	coding	1403	0.430	1
YBR093C	PHO5	II	429548	430951	-	protein_coding	coding	1403	0.423	1
YBR094W	PBY1	II	432036	434297	+	protein_coding	coding	2261	0.375	1
YBR095C	RXT2	II	434406	435698	-	protein_coding	coding	1292	0.378	1
YBR096W		II	436021	436713	+	protein_coding	coding	692	0.374	1
YBR097W	VPS15	II	436951	441315	+	protein_coding	coding	4364	0.347	1
YBR098W	MMS4	II	441515	443590	+	protein_coding	coding	2075	0.366	1
YBR099C		II	442924	443307	-	protein_coding	coding	383	0.319	1
YBR101C	FES1	II	443821	444693	-	protein_coding	coding	872	0.382	1
YBR102C	EXO84	II	445062	447323	-	protein_coding	coding	2261	0.380	1
YBR103W	SIF2	II	447709	449316	+	protein_coding	coding	1607	0.407	1
YBR103C-A		II	449320	449463	-	protein_coding	coding	143	0.371	1
YBR104W	YMC2	II	449667	450656	+	protein_coding	coding	989	0.415	1
YBR105C	VID24	II	450881	451969	-	protein_coding	coding	1088	0.424	1
YBR106W	PHO88	II	452658	453224	+	protein_coding	coding	566	0.435	1
YBR107C	IML3	II	453793	454530	-	protein_coding	coding	737	0.421	1
YBR108W	AIM3	II	454822	457665	+	protein_coding	coding	2843	0.463	1
YBR109C	CMD1	II	457919	458362	-	protein_coding	coding	443	0.388	1
YBR109W-A		II	458608	458832	+	protein_coding	coding	224	0.379	1
YBR110W	ALG1	II	458872	460221	+	protein_coding	coding	1349	0.363	1
YBR111C	YSA1	II	461178	461873	-	protein_coding	coding	695	0.406	1
YBR111W-A	SUS1	II	462139	462579	+	protein_coding	coding	440	0.316	1
YBR112C	CYC8	II	462870	465770	-	protein_coding	coding	2900	0.438	1
YBR113W		II	465566	466048	+	protein_coding	coding	482	0.419	1
YBR114W	RAD16	II	467248	469620	+	protein_coding	coding	2372	0.401	1
YBR115C	LYS2	II	469748	473926	-	protein_coding	coding	4178	0.400	1
YBR116C		II	474199	474726	-	protein_coding	coding	527	0.395	1
YBR117C	TKL2	II	474392	476437	-	protein_coding	coding	2045	0.449	1
YBR118W	TEF2	II	477671	479047	+	protein_coding	coding	1376	0.446	1
YBR119W	MUD1	II	479338	480323	+	protein_coding	coding	985	0.371	1
YBR120C	CBP6	II	480435	480923	-	protein_coding	coding	488	0.346	1
YBR121C	GRS1	II	481364	483367	-	protein_coding	coding	2003	0.393	1
YBR121C-A		II	482326	482484	-	protein_coding	coding	158	0.373	1
YBR122C	MRPL36	II	483970	484503	-	protein_coding	coding	533	0.400	1
YBR123C	TFC1	II	484742	486691	-	protein_coding	coding	1949	0.385	1
YBR124W		II	486507	486866	+	protein_coding	coding	359	0.401	1
YBR125C	PTC4	II	487199	488380	-	protein_coding	coding	1181	0.406	1
YBR126C	TPS1	II	488905	490392	-	protein_coding	coding	1487	0.453	1
YBR126W-A	MEO1	II	490850	491056	+	protein_coding	coding	206	0.500	1
YBR126W-B		II	490927	491070	+	protein_coding	coding	143	0.524	1
YBR127C	VMA2	II	491269	492822	-	protein_coding	coding	1553	0.424	1
YBR128C	ATG14	II	493081	494115	-	protein_coding	coding	1034	0.380	1
YBR129C	OPY1	II	494353	495339	-	protein_coding	coding	986	0.374	1
YBR130C	SHE3	II	495592	496869	-	protein_coding	coding	1277	0.359	1
YBR131W	CCZ1	II	497163	499277	+	protein_coding	coding	2114	0.376	1
YBR131C-A		II	497650	497739	-	protein_coding	coding	89	0.326	1
YBR132C	AGP2	II	499652	501442	-	protein_coding	coding	1790	0.406	1
YBR133C	HSL7	II	501804	504287	-	protein_coding	coding	2483	0.408	1
YBR134W		II	504243	504644	+	protein_coding	coding	401	0.374	1
YBR135W	CKS1	II	504854	505306	+	protein_coding	coding	452	0.480	1
YBR136W	MEC1	II	505668	512774	+	protein_coding	coding	7106	0.364	1
YBR137W		II	513044	513583	+	protein_coding	coding	539	0.395	1
YBR138C	YBR138C	II	513762	515336	-	protein_coding	coding	1574	0.355	1
YBR139W		II	515664	517190	+	protein_coding	coding	1526	0.406	1
YBR140C	IRA1	II	517350	526628	-	protein_coding	coding	9278	0.362	1
YBR141C	BMT2	II	527025	528038	-	protein_coding	coding	1013	0.405	1
